Geography,IsActiveMember,HasCrCard,Balance,CreditScore,Exited
France,0,0,0.0,726,0
Germany,0,1,81795.74,829,0
Spain,1,1,129378.32,749,0
France,0,1,0.0,743,0
Spain,1,1,0.0,619,0
France,0,1,99339.0,699,1
Spain,0,0,0.0,749,0
Germany,1,1,74430.1,600,0
Spain,1,0,91241.85,760,0
Germany,1,0,99092.45,528,0
France,0,1,0.0,630,0
Germany,0,1,100062.16,683,0
Germany,1,0,98723.67,677,0
Spain,1,1,0.0,669,0
France,0,1,128760.32,693,0
Spain,0,0,144772.69,612,1
Spain,0,0,0.0,719,1
France,1,1,71281.29,702,1
France,1,1,117035.89,755,0
France,0,0,0.0,514,0
France,0,1,3768.69,753,1
Germany,1,1,108913.84,548,0
Germany,1,1,101100.22,850,0
France,1,1,110615.47,612,0
Germany,1,1,152143.89,628,0
France,1,0,121797.09,479,1
France,1,0,109798.25,724,0
Germany,1,0,122403.24,512,1
France,1,1,145860.98,638,1
Spain,0,0,0.0,834,0
France,0,0,0.0,781,0
Germany,1,1,105086.74,707,1
France,1,1,114991.45,670,0
Spain,1,1,96769.04,663,0
France,0,0,0.0,624,0
France,0,0,0.0,598,0
Germany,1,1,132725.1,619,0
France,1,1,0.0,792,0
France,0,1,0.0,683,0
France,0,1,0.0,691,0
Spain,1,1,84557.82,765,0
France,1,1,93817.41,508,1
France,1,0,113913.53,637,0
Germany,1,0,140406.68,667,0
Spain,1,1,105229.34,575,0
Spain,1,1,0.0,744,1
France,0,1,137891.35,567,1
France,1,1,0.0,502,0
France,1,1,0.0,609,0
France,0,1,165252.52,715,0
France,0,0,0.0,541,0
France,1,1,0.0,850,0
Spain,1,1,0.0,595,0
Germany,1,0,122034.4,650,1
France,0,1,0.0,625,0
France,1,1,118962.58,817,0
Spain,0,1,0.0,526,1
France,1,1,71379.53,850,0
France,0,1,171178.25,598,1
France,0,0,131307.11,613,0
Spain,1,1,0.0,709,0
Spain,0,1,87099.85,678,0
France,1,1,183135.39,720,0
France,1,0,0.0,662,0
France,0,1,0.0,525,1
France,1,0,0.0,662,0
France,1,1,0.0,770,0
Spain,1,1,72535.45,721,0
Germany,0,1,128137.42,633,1
France,0,0,0.0,701,0
Germany,1,0,115915.53,556,1
France,1,0,0.0,639,0
France,0,0,0.0,632,0
France,1,1,107000.49,456,0
Spain,0,1,0.0,729,0
France,0,0,0.0,632,0
Spain,0,1,152806.74,433,0
France,0,1,92887.06,802,1
France,1,1,0.0,670,0
Germany,1,1,114940.67,738,1
Germany,1,1,140641.26,706,0
Germany,0,1,71816.74,592,1
France,1,0,0.0,522,0
France,0,1,165282.42,746,1
Spain,0,1,143145.87,651,0
France,1,0,114731.76,494,0
Germany,0,1,113909.69,753,1
Germany,0,0,116695.27,671,0
France,0,0,0.0,696,1
Spain,1,1,0.0,577,0
France,1,0,0.0,587,0
Germany,0,1,93978.96,712,0
Germany,1,0,121968.11,498,0
France,0,1,97324.91,660,0
Spain,0,1,0.0,678,0
France,1,1,0.0,530,0
France,1,0,0.0,559,0
France,0,1,145155.37,624,1
France,0,0,137222.77,592,0
France,1,0,0.0,767,0
Germany,1,1,114268.22,653,0
Spain,1,1,0.0,678,0
Spain,0,1,0.0,586,0
France,0,0,150490.32,550,1
Germany,0,1,160858.13,643,0
Spain,1,1,170288.38,612,0
Germany,1,0,111568.01,674,0
Spain,0,1,83889.03,657,0
Germany,1,0,171982.95,724,0
France,0,1,0.0,500,0
France,1,1,137624.4,688,0
France,0,0,121159.65,599,1
France,1,0,0.0,631,0
Spain,1,1,0.0,634,0
France,0,1,91184.01,545,0
Spain,0,1,0.0,644,0
Germany,1,1,144027.8,690,1
France,1,1,0.0,711,0
France,1,1,140170.61,712,0
France,1,1,62092.9,627,0
Spain,1,1,0.0,694,0
Spain,0,0,0.0,534,0
France,0,0,0.0,603,0
France,0,1,103516.87,808,0
Spain,0,1,0.0,723,1
France,0,1,0.0,585,1
France,1,1,0.0,706,0
France,1,1,0.0,671,0
Spain,1,0,85162.26,597,1
France,0,1,143061.88,646,0
Spain,1,1,0.0,801,0
Spain,0,1,137388.01,731,0
Germany,1,1,137712.01,620,0
Germany,0,0,106901.42,484,0
Spain,1,1,105603.21,647,0
Germany,1,0,150679.71,688,0
Germany,1,0,108300.27,680,1
France,1,1,52016.08,689,0
Germany,0,0,60515.13,513,0
Germany,0,1,158584.28,553,0
Germany,0,0,118812.5,689,0
Spain,0,1,0.0,517,0
France,1,1,0.0,731,0
Germany,0,0,91219.29,687,1
Spain,0,1,0.0,507,0
France,1,1,76318.64,468,0
Spain,0,1,0.0,682,0
France,1,1,0.0,603,1
Germany,1,1,111432.13,522,0
Spain,0,0,150148.51,629,0
France,1,0,38550.06,729,0
France,0,1,119013.86,574,0
Germany,1,1,111213.64,677,0
Germany,1,1,71097.23,627,0
Spain,1,1,109632.85,788,0
France,0,0,148368.02,697,1
France,0,1,148600.91,578,1
France,0,1,71083.98,519,0
France,0,1,139625.34,632,1
France,0,0,0.0,679,1
France,1,1,0.0,699,0
France,1,0,81564.1,615,0
Spain,1,1,0.0,622,0
France,1,0,124540.28,755,0
France,0,1,133616.39,767,0
Germany,0,1,101648.5,752,0
France,1,1,124281.84,633,0
France,1,1,0.0,717,0
Spain,0,0,0.0,585,0
France,0,0,183613.66,751,0
Germany,1,1,136186.44,754,1
France,0,1,137682.68,495,0
France,1,0,106005.54,650,0
France,0,1,152310.55,529,0
France,0,1,0.0,585,0
Spain,1,0,134446.04,668,0
France,1,0,142289.28,591,0
France,1,1,0.0,731,0
France,0,1,0.0,754,1
Germany,0,1,149003.76,650,0
Germany,1,0,131341.46,588,0
Spain,0,1,77919.78,712,0
France,1,0,0.0,691,0
France,1,1,108309.0,771,1
Spain,1,0,0.0,678,0
Spain,0,1,0.0,719,0
Germany,1,0,115462.02,610,0
Spain,0,1,0.0,722,0
Germany,0,1,122739.1,758,1
France,0,0,0.0,709,0
Germany,1,1,113781.5,634,1
Spain,1,1,0.0,678,0
France,1,1,0.0,633,0
France,0,1,128284.45,710,1
Germany,0,0,120591.19,640,0
France,1,0,0.0,656,0
France,0,1,166968.28,551,1
Spain,0,0,0.0,786,0
France,1,1,0.0,561,0
Spain,1,1,0.0,807,0
Germany,0,0,71667.97,602,0
Germany,0,1,82729.47,727,0
France,1,1,0.0,678,0
France,0,1,0.0,730,0
Spain,0,1,0.0,596,0
Germany,1,1,129626.19,686,0
Germany,0,0,114035.39,684,0
Germany,0,1,151922.94,797,0
France,1,1,0.0,658,0
Spain,1,1,107751.68,653,0
France,0,1,0.0,641,0
Spain,1,1,101179.23,656,0
Spain,1,1,0.0,750,0
France,1,0,0.0,768,0
France,0,1,0.0,568,0
Germany,0,1,58571.18,706,0
Germany,0,1,153058.64,430,0
Germany,0,1,98270.34,745,0
France,1,0,130788.71,747,1
Germany,1,0,99165.84,657,1
France,0,0,0.0,639,0
France,1,0,0.0,704,0
Spain,0,1,115636.05,651,0
Germany,0,1,185932.18,706,0
Germany,1,0,72549.0,632,0
France,1,1,0.0,751,0
France,0,0,0.0,767,0
France,1,0,0.0,741,0
Germany,0,1,121890.06,651,1
France,1,1,99786.07,601,1
France,1,1,0.0,520,0
Germany,1,0,115084.53,626,0
France,1,1,0.0,811,0
France,0,0,127661.69,730,0
Germany,1,0,118907.6,604,1
Germany,0,1,77627.33,499,0
Spain,1,0,160625.17,754,0
Spain,0,0,0.0,716,0
France,0,0,124266.86,636,0
France,1,1,127974.06,470,0
France,1,1,0.0,444,0
Spain,0,1,0.0,809,1
Germany,1,1,104911.35,850,0
France,0,1,0.0,637,0
France,1,1,0.0,512,0
Spain,0,0,110646.54,774,0
France,1,1,0.0,641,0
Germany,0,1,126704.49,586,0
France,1,1,0.0,611,0
Spain,1,1,84560.04,660,0
France,0,0,0.0,532,1
Germany,0,0,129893.56,557,0
Spain,1,1,167385.81,730,0
France,1,0,0.0,535,0
Germany,1,0,105858.71,773,0
Germany,0,1,123070.89,510,1
France,1,1,0.0,539,0
Spain,1,1,0.0,690,0
France,0,1,0.0,821,0
Germany,1,1,125141.24,687,0
France,1,1,96173.17,557,0
Spain,1,0,0.0,532,0
Spain,0,1,0.0,540,0
France,1,1,0.0,705,0
Germany,0,1,127543.11,542,1
France,0,1,0.0,706,0
France,0,1,0.0,765,1
France,1,1,103101.56,529,1
France,0,1,126113.28,714,0
France,0,1,40488.76,582,0
Germany,0,1,137389.77,609,0
France,0,0,85146.36,518,0
Germany,1,1,129828.58,791,1
France,0,1,80214.36,747,1
France,1,1,0.0,565,0
France,0,1,141796.43,735,0
France,1,0,195238.29,697,1
Germany,0,1,111348.15,813,0
France,1,1,0.0,772,0
France,1,1,0.0,606,0
Germany,0,0,64404.26,667,0
Germany,1,1,154309.67,637,1
France,1,0,129431.36,542,0
Spain,1,1,134204.67,762,0
France,1,0,0.0,698,0
France,1,1,0.0,850,0
France,0,1,0.0,621,1
Germany,0,0,116711.06,671,0
France,0,1,0.0,775,0
Spain,1,1,54980.81,504,0
Spain,0,1,99773.85,751,0
Germany,0,0,101231.77,691,0
Germany,0,1,117070.21,841,0
Germany,0,1,73314.04,709,0
France,1,1,0.0,673,0
France,1,0,212314.03,541,0
France,0,1,136067.82,661,0
Spain,0,1,109052.04,784,0
France,1,1,79126.17,742,0
Spain,0,0,0.0,850,1
France,0,1,108308.0,443,1
Germany,0,1,102290.56,778,0
France,0,1,102025.08,529,0
Germany,1,1,113383.07,678,0
Spain,0,1,102541.1,516,0
Spain,0,1,0.0,469,0
Spain,0,0,0.0,786,0
France,0,1,109941.51,703,0
Germany,1,0,141749.68,579,0
France,1,0,0.0,565,0
France,0,1,0.0,443,0
France,0,1,85146.48,589,1
France,1,1,134066.1,691,0
France,0,0,0.0,711,0
Spain,1,1,0.0,775,0
France,0,1,87619.29,621,0
France,1,1,0.0,350,1
Spain,0,1,0.0,668,0
Spain,0,1,0.0,633,0
Germany,0,1,103409.16,697,1
Germany,1,1,123040.38,734,0
France,1,0,108128.52,434,0
Germany,1,1,169023.33,646,0
France,1,0,0.0,764,0
Spain,1,0,0.0,727,0
France,1,0,0.0,724,0
Spain,0,0,222267.63,749,1
Germany,0,1,144090.42,706,1
France,1,0,114835.43,728,0
France,0,0,0.0,636,0
France,1,1,145030.92,634,0
France,1,0,71240.3,627,0
France,1,0,138772.15,518,0
Spain,1,0,93617.07,687,0
Spain,1,1,0.0,622,0
Spain,1,1,0.0,693,0
Spain,1,0,74237.2,450,0
Germany,0,1,127421.78,664,1
Spain,0,1,61274.7,663,0
France,1,0,106486.66,660,0
France,1,1,73194.52,579,0
Germany,0,1,146498.76,655,1
France,0,1,0.0,683,0
France,1,1,0.0,655,0
Spain,0,1,0.0,575,0
Spain,0,1,120355.0,574,0
France,1,1,117265.21,795,0
France,1,0,0.0,776,0
Spain,0,1,0.0,707,1
Germany,1,1,109974.22,705,1
Germany,1,0,98009.13,678,0
France,1,1,0.0,663,0
France,1,1,0.0,748,0
Spain,1,1,171671.9,677,0
Spain,0,1,0.0,634,1
France,0,0,0.0,350,1
France,1,1,128213.96,727,1
Germany,1,1,116197.65,773,0
France,0,1,0.0,675,0
Spain,0,0,86607.39,649,0
France,0,1,0.0,552,0
Germany,0,0,98854.34,761,1
France,0,1,0.0,622,0
France,1,1,0.0,615,0
Germany,0,0,97338.19,681,0
France,1,1,0.0,768,0
Spain,0,1,0.0,617,0
France,0,1,131698.57,452,0
Germany,1,0,130110.45,807,0
Spain,0,1,0.0,567,0
Spain,0,1,165149.13,603,0
Spain,0,1,101707.8,617,0
France,1,0,105588.66,701,0
Germany,0,1,111336.89,820,1
France,1,0,78391.17,438,0
Spain,1,1,0.0,600,0
France,0,1,0.0,782,1
Germany,0,1,144326.09,638,1
Germany,1,1,101278.25,850,0
Germany,0,1,108711.57,741,0
Spain,1,0,108555.07,689,0
Germany,0,1,146781.24,743,0
France,1,0,0.0,493,0
Spain,0,0,0.0,416,0
France,1,1,0.0,725,0
France,1,1,0.0,497,0
Germany,1,1,103291.25,537,0
Spain,1,1,209490.21,706,1
Spain,0,1,0.0,651,1
France,1,0,0.0,720,0
France,0,0,0.0,797,0
Spain,0,1,0.0,543,0
France,0,1,0.0,454,0
France,1,1,149405.18,691,0
France,1,1,191665.21,510,1
Spain,0,1,0.0,792,0
France,1,1,135071.12,721,0
France,1,0,0.0,765,0
Spain,1,1,0.0,850,0
Germany,1,1,181804.34,681,0
France,1,0,47020.65,586,1
France,1,1,128518.98,753,1
Germany,1,0,142658.04,593,0
France,1,1,120150.39,674,0
France,1,1,81905.95,610,0
France,1,0,137998.2,652,0
Germany,0,1,123126.29,850,0
France,1,1,0.0,740,0
Germany,1,0,135645.29,637,1
Spain,1,1,122449.31,685,0
Spain,0,0,161766.87,558,0
France,1,1,0.0,677,0
Germany,1,0,123187.51,592,0
Germany,0,0,150956.71,652,0
Spain,0,1,105021.28,662,0
France,1,1,0.0,543,0
Spain,1,0,133204.91,675,0
Spain,1,1,0.0,643,0
Germany,1,1,115488.52,611,1
France,0,0,0.0,412,0
Spain,0,1,0.0,638,0
Spain,0,1,0.0,824,0
France,0,0,0.0,683,0
Germany,0,1,130565.02,562,1
France,0,1,91328.71,599,0
France,1,1,0.0,753,0
France,1,1,81310.34,594,0
France,0,1,107136.6,657,0
Spain,1,1,0.0,716,0
France,1,1,0.0,850,0
France,1,1,0.0,664,1
France,1,1,108477.49,558,1
Germany,1,1,144757.97,606,0
Spain,1,1,0.0,776,0
Spain,0,1,113110.26,557,0
France,0,0,106414.57,614,0
Spain,1,0,106920.91,620,0
Spain,0,1,0.0,695,0
Germany,1,1,131513.26,729,0
France,0,1,0.0,571,0
France,0,1,134320.23,457,0
France,0,1,79715.36,559,0
France,0,1,74306.19,664,0
Spain,1,1,0.0,500,1
Germany,0,1,126428.38,782,0
Spain,0,1,99640.89,708,0
France,1,1,66338.68,681,1
Spain,1,1,0.0,674,0
Spain,0,0,128226.37,697,0
France,1,1,0.0,774,0
France,0,0,0.0,624,0
Spain,1,0,0.0,747,0
France,0,1,0.0,715,0
France,0,1,122168.65,808,0
France,0,0,178074.33,678,0
Germany,0,1,135078.41,813,1
Spain,1,1,69434.4,687,1
France,0,1,0.0,832,0
France,1,1,0.0,668,0
Germany,1,1,122726.56,526,0
France,1,1,164496.99,457,0
Spain,0,1,0.0,649,0
France,0,0,150219.41,669,0
France,1,1,187534.79,668,1
France,0,1,0.0,466,0
France,1,1,0.0,685,0
France,0,0,103108.17,610,0
Germany,1,1,96486.57,582,0
Germany,0,1,90560.48,702,0
Spain,1,1,131764.96,556,1
Spain,0,0,92476.88,812,0
Germany,0,1,152076.93,645,1
France,1,1,0.0,809,0
France,1,1,0.0,560,1
France,1,1,43504.42,744,0
Spain,0,1,0.0,731,0
Spain,1,1,0.0,471,0
Germany,0,0,93569.86,686,1
Spain,1,1,102486.21,668,0
France,1,0,0.0,575,0
Germany,1,0,114346.3,435,1
France,0,1,110203.77,743,0
France,0,1,128362.59,580,0
